"cell_key","ft_group","ecoregion","owner","treatment","carbon_floor","R_opt","sev_opt","mean_agb_at_R","vol_at_R","feasible"
"Northern hardwood|ME_APH|NIPF","Northern hardwood","ME_APH","NIPF","untreated",0,35,2538.91,11.52,714,TRUE
"Northern hardwood|ME_APH|NIPF","Northern hardwood","ME_APH","NIPF","untreated",30,80,756.7,30.05,1892.8,TRUE
"Northern hardwood|ME_APH|NIPF","Northern hardwood","ME_APH","NIPF","untreated",45,NA,NA,NA,NA,FALSE
"Northern hardwood|ME_APH|NIPF","Northern hardwood","ME_APH","NIPF","untreated",60,NA,NA,NA,NA,FALSE
"Northern hardwood|ME_APH|NIPF","Northern hardwood","ME_APH","NIPF","harvested",0,45,-8.56,3.57,97.2,TRUE
"Northern hardwood|ME_APH|NIPF","Northern hardwood","ME_APH","NIPF","harvested",30,NA,NA,NA,NA,FALSE
"Northern hardwood|ME_APH|NIPF","Northern hardwood","ME_APH","NIPF","harvested",45,NA,NA,NA,NA,FALSE
"Northern hardwood|ME_APH|NIPF","Northern hardwood","ME_APH","NIPF","harvested",60,NA,NA,NA,NA,FALSE
"Northern hardwood|ME_NCZ|NIPF","Northern hardwood","ME_NCZ","NIPF","untreated",0,20,3179.59,8.77,361.8,TRUE
"Northern hardwood|ME_NCZ|NIPF","Northern hardwood","ME_NCZ","NIPF","untreated",30,85,535.1,30.7,1791,TRUE
"Northern hardwood|ME_NCZ|NIPF","Northern hardwood","ME_NCZ","NIPF","untreated",45,NA,NA,NA,NA,FALSE
"Northern hardwood|ME_NCZ|NIPF","Northern hardwood","ME_NCZ","NIPF","untreated",60,NA,NA,NA,NA,FALSE
"Northern hardwood|ME_NCZ|NIPF","Northern hardwood","ME_NCZ","NIPF","harvested",0,45,1329.45,9.33,660.3,TRUE
"Northern hardwood|ME_NCZ|NIPF","Northern hardwood","ME_NCZ","NIPF","harvested",30,120,-14.59,30.23,1878.6,TRUE
"Northern hardwood|ME_NCZ|NIPF","Northern hardwood","ME_NCZ","NIPF","harvested",45,NA,NA,NA,NA,FALSE
"Northern hardwood|ME_NCZ|NIPF","Northern hardwood","ME_NCZ","NIPF","harvested",60,NA,NA,NA,NA,FALSE
"Spruce-fir|ME_NH|Industrial","Spruce-fir","ME_NH","Industrial","untreated",0,20,5146.88,7.05,562.7,TRUE
"Spruce-fir|ME_NH|Industrial","Spruce-fir","ME_NH","Industrial","untreated",30,75,852.22,30.24,1690.2,TRUE
"Spruce-fir|ME_NH|Industrial","Spruce-fir","ME_NH","Industrial","untreated",45,NA,NA,NA,NA,FALSE
"Spruce-fir|ME_NH|Industrial","Spruce-fir","ME_NH","Industrial","untreated",60,NA,NA,NA,NA,FALSE
"Spruce-fir|ME_NH|Industrial","Spruce-fir","ME_NH","Industrial","harvested",0,35,220.22,1.3,123.7,TRUE
"Spruce-fir|ME_NH|Industrial","Spruce-fir","ME_NH","Industrial","harvested",30,NA,NA,NA,NA,FALSE
"Spruce-fir|ME_NH|Industrial","Spruce-fir","ME_NH","Industrial","harvested",45,NA,NA,NA,NA,FALSE
"Spruce-fir|ME_NH|Industrial","Spruce-fir","ME_NH","Industrial","harvested",60,NA,NA,NA,NA,FALSE
"Spruce-fir|ME_APH|NIPF","Spruce-fir","ME_APH","NIPF","untreated",0,20,5793,10.46,628.7,TRUE
"Spruce-fir|ME_APH|NIPF","Spruce-fir","ME_APH","NIPF","untreated",30,110,78.28,30.28,1882.3,TRUE
"Spruce-fir|ME_APH|NIPF","Spruce-fir","ME_APH","NIPF","untreated",45,NA,NA,NA,NA,FALSE
"Spruce-fir|ME_APH|NIPF","Spruce-fir","ME_APH","NIPF","untreated",60,NA,NA,NA,NA,FALSE
"Spruce-fir|ME_APH|NIPF","Spruce-fir","ME_APH","NIPF","harvested",0,60,103.66,3.19,270.3,TRUE
"Spruce-fir|ME_APH|NIPF","Spruce-fir","ME_APH","NIPF","harvested",30,NA,NA,NA,NA,FALSE
"Spruce-fir|ME_APH|NIPF","Spruce-fir","ME_APH","NIPF","harvested",45,NA,NA,NA,NA,FALSE
"Spruce-fir|ME_APH|NIPF","Spruce-fir","ME_APH","NIPF","harvested",60,NA,NA,NA,NA,FALSE
"Spruce-fir|ME_NH|NIPF","Spruce-fir","ME_NH","NIPF","untreated",0,30,4037.01,14.7,835.9,TRUE
"Spruce-fir|ME_NH|NIPF","Spruce-fir","ME_NH","NIPF","untreated",30,80,687.84,30.27,1757.8,TRUE
"Spruce-fir|ME_NH|NIPF","Spruce-fir","ME_NH","NIPF","untreated",45,NA,NA,NA,NA,FALSE
"Spruce-fir|ME_NH|NIPF","Spruce-fir","ME_NH","NIPF","untreated",60,NA,NA,NA,NA,FALSE
"Spruce-fir|ME_NH|NIPF","Spruce-fir","ME_NH","NIPF","harvested",0,20,6613.53,12.86,712.5,TRUE
"Spruce-fir|ME_NH|NIPF","Spruce-fir","ME_NH","NIPF","harvested",30,NA,NA,NA,NA,FALSE
"Spruce-fir|ME_NH|NIPF","Spruce-fir","ME_NH","NIPF","harvested",45,NA,NA,NA,NA,FALSE
"Spruce-fir|ME_NH|NIPF","Spruce-fir","ME_NH","NIPF","harvested",60,NA,NA,NA,NA,FALSE
"Northern hardwood|ME_NH|Industrial","Northern hardwood","ME_NH","Industrial","untreated",0,20,5291.48,7.55,577.5,TRUE
"Northern hardwood|ME_NH|Industrial","Northern hardwood","ME_NH","Industrial","untreated",30,75,707.25,30.43,1459.6,TRUE
"Northern hardwood|ME_NH|Industrial","Northern hardwood","ME_NH","Industrial","untreated",45,NA,NA,NA,NA,FALSE
"Northern hardwood|ME_NH|Industrial","Northern hardwood","ME_NH","Industrial","untreated",60,NA,NA,NA,NA,FALSE
"Northern hardwood|ME_NH|Industrial","Northern hardwood","ME_NH","Industrial","harvested",0,25,2255.74,2.54,368.3,TRUE
"Northern hardwood|ME_NH|Industrial","Northern hardwood","ME_NH","Industrial","harvested",30,150,-134.48,30.14,2213.9,TRUE
"Northern hardwood|ME_NH|Industrial","Northern hardwood","ME_NH","Industrial","harvested",45,NA,NA,NA,NA,FALSE
"Northern hardwood|ME_NH|Industrial","Northern hardwood","ME_NH","Industrial","harvested",60,NA,NA,NA,NA,FALSE
"Northern hardwood|ME_NH|NIPF","Northern hardwood","ME_NH","NIPF","untreated",0,20,4142.24,12.19,460.1,TRUE
"Northern hardwood|ME_NH|NIPF","Northern hardwood","ME_NH","NIPF","untreated",30,95,226.42,30.6,1569.6,TRUE
"Northern hardwood|ME_NH|NIPF","Northern hardwood","ME_NH","NIPF","untreated",45,NA,NA,NA,NA,FALSE
"Northern hardwood|ME_NH|NIPF","Northern hardwood","ME_NH","NIPF","untreated",60,NA,NA,NA,NA,FALSE
"Northern hardwood|ME_NH|NIPF","Northern hardwood","ME_NH","NIPF","harvested",0,20,4417.83,6.59,488.3,TRUE
"Northern hardwood|ME_NH|NIPF","Northern hardwood","ME_NH","NIPF","harvested",30,NA,NA,NA,NA,FALSE
"Northern hardwood|ME_NH|NIPF","Northern hardwood","ME_NH","NIPF","harvested",45,NA,NA,NA,NA,FALSE
"Northern hardwood|ME_NH|NIPF","Northern hardwood","ME_NH","NIPF","harvested",60,NA,NA,NA,NA,FALSE
"Northern hardwood|ME_NCZ|Industrial","Northern hardwood","ME_NCZ","Industrial","untreated",0,20,3125.55,6.5,356.3,TRUE
"Northern hardwood|ME_NCZ|Industrial","Northern hardwood","ME_NCZ","Industrial","untreated",30,95,306.28,30.93,1860.4,TRUE
"Northern hardwood|ME_NCZ|Industrial","Northern hardwood","ME_NCZ","Industrial","untreated",45,NA,NA,NA,NA,FALSE
"Northern hardwood|ME_NCZ|Industrial","Northern hardwood","ME_NCZ","Industrial","untreated",60,NA,NA,NA,NA,FALSE
"Northern hardwood|ME_NCZ|Industrial","Northern hardwood","ME_NCZ","Industrial","harvested",0,60,174.69,2.88,329.6,TRUE
"Northern hardwood|ME_NCZ|Industrial","Northern hardwood","ME_NCZ","Industrial","harvested",30,NA,NA,NA,NA,FALSE
"Northern hardwood|ME_NCZ|Industrial","Northern hardwood","ME_NCZ","Industrial","harvested",45,NA,NA,NA,NA,FALSE
"Northern hardwood|ME_NCZ|Industrial","Northern hardwood","ME_NCZ","Industrial","harvested",60,NA,NA,NA,NA,FALSE
"Spruce-fir|ME_NCZ|NIPF","Spruce-fir","ME_NCZ","NIPF","untreated",0,25,2749.65,7.92,439,TRUE
"Spruce-fir|ME_NCZ|NIPF","Spruce-fir","ME_NCZ","NIPF","untreated",30,100,198.44,30.53,1796.3,TRUE
"Spruce-fir|ME_NCZ|NIPF","Spruce-fir","ME_NCZ","NIPF","untreated",45,NA,NA,NA,NA,FALSE
"Spruce-fir|ME_NCZ|NIPF","Spruce-fir","ME_NCZ","NIPF","untreated",60,NA,NA,NA,NA,FALSE
"White/Red pine|ME_APH|NIPF","White/Red pine","ME_APH","NIPF","untreated",0,20,11973.04,19.59,1259.9,TRUE
"White/Red pine|ME_APH|NIPF","White/Red pine","ME_APH","NIPF","untreated",30,50,3621.75,31.16,2051.4,TRUE
"White/Red pine|ME_APH|NIPF","White/Red pine","ME_APH","NIPF","untreated",45,110,242.64,45.69,2984.2,TRUE
"White/Red pine|ME_APH|NIPF","White/Red pine","ME_APH","NIPF","untreated",60,NA,NA,NA,NA,FALSE
"White/Red pine|ME_APH|NIPF","White/Red pine","ME_APH","NIPF","harvested",0,20,8946.37,4.53,950.8,TRUE
"White/Red pine|ME_APH|NIPF","White/Red pine","ME_APH","NIPF","harvested",30,130,-101.29,30.02,1499.6,TRUE
"White/Red pine|ME_APH|NIPF","White/Red pine","ME_APH","NIPF","harvested",45,NA,NA,NA,NA,FALSE
"White/Red pine|ME_APH|NIPF","White/Red pine","ME_APH","NIPF","harvested",60,NA,NA,NA,NA,FALSE
"Spruce-fir|ME_APH|Industrial","Spruce-fir","ME_APH","Industrial","untreated",0,30,3329.65,12.71,699.1,TRUE
"Spruce-fir|ME_APH|Industrial","Spruce-fir","ME_APH","Industrial","untreated",30,120,-46.71,30.08,1556.1,TRUE
"Spruce-fir|ME_APH|Industrial","Spruce-fir","ME_APH","Industrial","untreated",45,NA,NA,NA,NA,FALSE
"Spruce-fir|ME_APH|Industrial","Spruce-fir","ME_APH","Industrial","untreated",60,NA,NA,NA,NA,FALSE
"Spruce-fir|ME_APH|Industrial","Spruce-fir","ME_APH","Industrial","harvested",0,30,2859.1,7.6,608.1,TRUE
"Spruce-fir|ME_APH|Industrial","Spruce-fir","ME_APH","Industrial","harvested",30,NA,NA,NA,NA,FALSE
"Spruce-fir|ME_APH|Industrial","Spruce-fir","ME_APH","Industrial","harvested",45,NA,NA,NA,NA,FALSE
"Spruce-fir|ME_APH|Industrial","Spruce-fir","ME_APH","Industrial","harvested",60,NA,NA,NA,NA,FALSE
"Northern hardwood|ME_APH|Industrial","Northern hardwood","ME_APH","Industrial","untreated",0,20,3453.84,11.39,389.8,TRUE
"Northern hardwood|ME_APH|Industrial","Northern hardwood","ME_APH","Industrial","untreated",30,105,98.64,30.21,1651.4,TRUE
"Northern hardwood|ME_APH|Industrial","Northern hardwood","ME_APH","Industrial","untreated",45,NA,NA,NA,NA,FALSE
"Northern hardwood|ME_APH|Industrial","Northern hardwood","ME_APH","Industrial","untreated",60,NA,NA,NA,NA,FALSE
"Northern hardwood|ME_APH|Industrial","Northern hardwood","ME_APH","Industrial","harvested",0,35,1425.64,7.71,430.6,TRUE
"Northern hardwood|ME_APH|Industrial","Northern hardwood","ME_APH","Industrial","harvested",30,NA,NA,NA,NA,FALSE
"Northern hardwood|ME_APH|Industrial","Northern hardwood","ME_APH","Industrial","harvested",45,NA,NA,NA,NA,FALSE
"Northern hardwood|ME_APH|Industrial","Northern hardwood","ME_APH","Industrial","harvested",60,NA,NA,NA,NA,FALSE
"Spruce-fir|ME_NCZ|Industrial","Spruce-fir","ME_NCZ","Industrial","untreated",0,25,5302.71,13.12,804.6,TRUE
"Spruce-fir|ME_NCZ|Industrial","Spruce-fir","ME_NCZ","Industrial","untreated",30,70,1093.26,30.81,1681.2,TRUE
"Spruce-fir|ME_NCZ|Industrial","Spruce-fir","ME_NCZ","Industrial","untreated",45,NA,NA,NA,NA,FALSE
"Spruce-fir|ME_NCZ|Industrial","Spruce-fir","ME_NCZ","Industrial","untreated",60,NA,NA,NA,NA,FALSE
"Aspen-birch|ME_APH|NIPF","Aspen-birch","ME_APH","NIPF","untreated",0,20,2746.46,9.62,317.6,TRUE
"Aspen-birch|ME_APH|NIPF","Aspen-birch","ME_APH","NIPF","untreated",30,105,128.75,30,1816.2,TRUE
"Aspen-birch|ME_APH|NIPF","Aspen-birch","ME_APH","NIPF","untreated",45,NA,NA,NA,NA,FALSE
"Aspen-birch|ME_APH|NIPF","Aspen-birch","ME_APH","NIPF","untreated",60,NA,NA,NA,NA,FALSE
"Oak/Pine/Hemlock|ME_APH|NIPF","Oak/Pine/Hemlock","ME_APH","NIPF","untreated",0,35,2963.91,14.95,822.2,TRUE
"Oak/Pine/Hemlock|ME_APH|NIPF","Oak/Pine/Hemlock","ME_APH","NIPF","untreated",30,65,1753.64,30.61,2045.8,TRUE
"Oak/Pine/Hemlock|ME_APH|NIPF","Oak/Pine/Hemlock","ME_APH","NIPF","untreated",45,105,314.55,46,2833.3,TRUE
"Oak/Pine/Hemlock|ME_APH|NIPF","Oak/Pine/Hemlock","ME_APH","NIPF","untreated",60,NA,NA,NA,NA,FALSE
"Oak/Pine/Hemlock|ME_APH|NIPF","Oak/Pine/Hemlock","ME_APH","NIPF","harvested",0,35,3215.66,14.61,886.3,TRUE
"Oak/Pine/Hemlock|ME_APH|NIPF","Oak/Pine/Hemlock","ME_APH","NIPF","harvested",30,75,963.77,30.72,1867.6,TRUE
"Oak/Pine/Hemlock|ME_APH|NIPF","Oak/Pine/Hemlock","ME_APH","NIPF","harvested",45,NA,NA,NA,NA,FALSE
"Oak/Pine/Hemlock|ME_APH|NIPF","Oak/Pine/Hemlock","ME_APH","NIPF","harvested",60,NA,NA,NA,NA,FALSE
"Aspen-birch|ME_NH|NIPF","Aspen-birch","ME_NH","NIPF","untreated",0,30,3245.64,14.42,682.9,TRUE
"Aspen-birch|ME_NH|NIPF","Aspen-birch","ME_NH","NIPF","untreated",30,85,573.45,30.78,1883.5,TRUE
"Aspen-birch|ME_NH|NIPF","Aspen-birch","ME_NH","NIPF","untreated",45,NA,NA,NA,NA,FALSE
"Aspen-birch|ME_NH|NIPF","Aspen-birch","ME_NH","NIPF","untreated",60,NA,NA,NA,NA,FALSE
"Aspen-birch|ME_NH|Industrial","Aspen-birch","ME_NH","Industrial","untreated",0,30,3524.61,13.2,736.8,TRUE
"Aspen-birch|ME_NH|Industrial","Aspen-birch","ME_NH","Industrial","untreated",30,75,852.33,30.07,1690.4,TRUE
"Aspen-birch|ME_NH|Industrial","Aspen-birch","ME_NH","Industrial","untreated",45,NA,NA,NA,NA,FALSE
"Aspen-birch|ME_NH|Industrial","Aspen-birch","ME_NH","Industrial","untreated",60,NA,NA,NA,NA,FALSE
"Spruce-fir|ME_NH|State","Spruce-fir","ME_NH","State","untreated",0,30,3602.05,14.62,751.8,TRUE
"Spruce-fir|ME_NH|State","Spruce-fir","ME_NH","State","untreated",30,75,875.01,30.76,1726.4,TRUE
"Spruce-fir|ME_NH|State","Spruce-fir","ME_NH","State","untreated",45,NA,NA,NA,NA,FALSE
"Spruce-fir|ME_NH|State","Spruce-fir","ME_NH","State","untreated",60,NA,NA,NA,NA,FALSE
"Aspen-birch|ME_NCZ|NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",0,20,3247.04,8.26,368.7,TRUE
"Aspen-birch|ME_NCZ|NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",30,80,838.75,30.32,2053.7,TRUE
"Aspen-birch|ME_NCZ|NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",45,140,-46.27,45.66,3468.2,TRUE
"Aspen-birch|ME_NCZ|NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",60,NA,NA,NA,NA,FALSE
"Northern hardwood|ME_NCZ|State","Northern hardwood","ME_NCZ","State","untreated",0,30,2583.06,19.59,554.8,TRUE
"Northern hardwood|ME_NCZ|State","Northern hardwood","ME_NCZ","State","untreated",30,65,1273.5,31.19,1547.1,TRUE
"Northern hardwood|ME_NCZ|State","Northern hardwood","ME_NCZ","State","untreated",45,135,-77.64,45,2264.1,TRUE
"Northern hardwood|ME_NCZ|State","Northern hardwood","ME_NCZ","State","untreated",60,NA,NA,NA,NA,FALSE
"Aspen-birch|ME_APH|Industrial","Aspen-birch","ME_APH","Industrial","untreated",0,40,1893.82,13.64,706.4,TRUE
"Aspen-birch|ME_APH|Industrial","Aspen-birch","ME_APH","Industrial","untreated",30,95,374.41,30.2,2108.5,TRUE
"Aspen-birch|ME_APH|Industrial","Aspen-birch","ME_APH","Industrial","untreated",45,NA,NA,NA,NA,FALSE
"Aspen-birch|ME_APH|Industrial","Aspen-birch","ME_APH","Industrial","untreated",60,NA,NA,NA,NA,FALSE
"Northern hardwood|ME_NH|State","Northern hardwood","ME_NH","State","untreated",0,20,2739.42,10.87,316.9,TRUE
"Northern hardwood|ME_NH|State","Northern hardwood","ME_NH","State","untreated",30,85,528.34,30.67,1774.7,TRUE
"Northern hardwood|ME_NH|State","Northern hardwood","ME_NH","State","untreated",45,NA,NA,NA,NA,FALSE
"Northern hardwood|ME_NH|State","Northern hardwood","ME_NH","State","untreated",60,NA,NA,NA,NA,FALSE
"White/Red pine|ME_APH|Industrial","White/Red pine","ME_APH","Industrial","untreated",0,30,5045.4,11.29,1030.8,TRUE
"White/Red pine|ME_APH|Industrial","White/Red pine","ME_APH","Industrial","untreated",30,80,1052.36,30.9,2472.6,TRUE
"White/Red pine|ME_APH|Industrial","White/Red pine","ME_APH","Industrial","untreated",45,150,-120.52,45.02,2682.2,TRUE
"White/Red pine|ME_APH|Industrial","White/Red pine","ME_APH","Industrial","untreated",60,NA,NA,NA,NA,FALSE
"Aspen-birch|ME_NCZ|Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",0,40,1995.61,15.25,739.9,TRUE
"Aspen-birch|ME_NCZ|Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",30,100,201.14,30.5,1808.3,TRUE
"Aspen-birch|ME_NCZ|Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",45,NA,NA,NA,NA,FALSE
"Aspen-birch|ME_NCZ|Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",60,NA,NA,NA,NA,FALSE
"Northern hardwood|ME_APH|Public-Other","Northern hardwood","ME_APH","Public-Other","untreated",0,30,2044.38,12.23,450.6,TRUE
"Northern hardwood|ME_APH|Public-Other","Northern hardwood","ME_APH","Public-Other","untreated",30,100,198.64,30.75,1797.2,TRUE
"Northern hardwood|ME_APH|Public-Other","Northern hardwood","ME_APH","Public-Other","untreated",45,NA,NA,NA,NA,FALSE
"Northern hardwood|ME_APH|Public-Other","Northern hardwood","ME_APH","Public-Other","untreated",60,NA,NA,NA,NA,FALSE
"Mixedwood|ME_APH|NIPF","Mixedwood","ME_APH","NIPF","untreated",0,30,3035.07,6.78,642.1,TRUE
"Mixedwood|ME_APH|NIPF","Mixedwood","ME_APH","NIPF","untreated",30,130,-115.74,30.32,1282.5,TRUE
"Mixedwood|ME_APH|NIPF","Mixedwood","ME_APH","NIPF","untreated",45,NA,NA,NA,NA,FALSE
"Mixedwood|ME_APH|NIPF","Mixedwood","ME_APH","NIPF","untreated",60,NA,NA,NA,NA,FALSE
"White/Red pine|ME_NCZ|NIPF","White/Red pine","ME_NCZ","NIPF","untreated",0,30,6095.27,8.73,1233.8,TRUE
"White/Red pine|ME_NCZ|NIPF","White/Red pine","ME_NCZ","NIPF","untreated",30,70,1966.47,31.75,2805,TRUE
"White/Red pine|ME_NCZ|NIPF","White/Red pine","ME_NCZ","NIPF","untreated",45,120,98.06,45.07,3009.9,TRUE
"White/Red pine|ME_NCZ|NIPF","White/Red pine","ME_NCZ","NIPF","untreated",60,NA,NA,NA,NA,FALSE
"Spruce-fir|ME_APH|Public-Other","Spruce-fir","ME_APH","Public-Other","untreated",0,20,5224.36,10.3,570.6,TRUE
"Spruce-fir|ME_APH|Public-Other","Spruce-fir","ME_APH","Public-Other","untreated",30,80,624.04,30.16,1632.6,TRUE
"Spruce-fir|ME_APH|Public-Other","Spruce-fir","ME_APH","Public-Other","untreated",45,NA,NA,NA,NA,FALSE
"Spruce-fir|ME_APH|Public-Other","Spruce-fir","ME_APH","Public-Other","untreated",60,NA,NA,NA,NA,FALSE
"Northern hardwood|ME_NCZ|Public-Other","Northern hardwood","ME_NCZ","Public-Other","untreated",0,20,5063.73,8.15,554.2,TRUE
"Northern hardwood|ME_NCZ|Public-Other","Northern hardwood","ME_NCZ","Public-Other","untreated",30,85,621.03,31.25,1998.4,TRUE
"Northern hardwood|ME_NCZ|Public-Other","Northern hardwood","ME_NCZ","Public-Other","untreated",45,145,-92.45,45.96,2968.1,TRUE
"Northern hardwood|ME_NCZ|Public-Other","Northern hardwood","ME_NCZ","Public-Other","untreated",60,NA,NA,NA,NA,FALSE
"Spruce-fir|ME_NCZ|State","Spruce-fir","ME_NCZ","State","untreated",0,20,7530.14,7.62,806.1,TRUE
"Spruce-fir|ME_NCZ|State","Spruce-fir","ME_NCZ","State","untreated",30,70,1231.7,30.2,1859.3,TRUE
"Spruce-fir|ME_NCZ|State","Spruce-fir","ME_NCZ","State","untreated",45,NA,NA,NA,NA,FALSE
"Spruce-fir|ME_NCZ|State","Spruce-fir","ME_NCZ","State","untreated",60,NA,NA,NA,NA,FALSE
